Content,Suspicious_Level,ChannelName,ChannelId,MessageId,Date,EditDate
"⚡️ ?? ?? Общие итоги третьего дня Z Военная обстановка: ? После забуксовавшего во второй день наступления сегодня союзные войска начали брать своё. В Минобороны и Кремле объяснили промедление попытками пойти на диалог с Киевом, которые там всё-таки отвергли. В Киеве начали вилять хвостом и говорить, что к диалогу готовы, но уже было поздно. В крупных населенных пунктах в жилых кварталах окопалась военная техника. На территории неработающих заводов и пустующих школ оборудуются огневые позиции. ? После стабилизации обстановки в Запорожье колонны ВС РФ выдвинулись на север и на восток — к Мариуполю . По пути занят аэродром Бердянска , сам город взят в окружение. Полоса безопасности к северу от Мелитополя расширена до 50 км, заняты Молочанск и Токмак . Российские войска на подступах к Васильевке и Энергодару . Сам Мариуполь взят в окружение с запада (группировка Z), севера и востока (Донбасская группировка). Союзные силы блокировали Волноваху , заняв все населенные пункты между трассой на Мариуполь и территорией ДНР. Трасса М14 к востоку от Мариуполя остается под контролем ВСУ. Штурм населенного пункта ожидается утром. ? На Херсонском направлении продвижение застопорилось, ВСУ перекинули подкрепления из Николаева . Потерян вертолет над Каховкой . Российские войска находятся на рубеже Антоновки , наступление на Херсон на настоящий момент не развивается. Промедление обусловлено потерями, которые понесли ВС РФ из-за попытки реализовать «крымский сценарий» и договориться с местными администрациями полюбовно. В результате ночью с 24 на 25 февраля украинская сторона нанесла удар в тыл, уничтожив тыловую колонну. ? На Луганском направлении развивается наступление в сторону Северодонецка , союзные силы находятся в 20 километрах. Нацбатальоны Украины используют тачанки с крупнокалиберными пулеметами и минометами. ? Скверная ситуация на Харьковском направлении : взять 24го числа город с наскока не получилось, бои идут на северо-восточной, восточной и юго-восточной окраине. Силы ВС РФ пытаются взять город в кольцо, одновременно наступая в сторону Северодонецка . Идет битва за Балаклею . На Сумском и Черниговском направлении особого продвижения нет. ВСУ перебрасывает подкрепления на Харьков, пытаясь задержать продвижения российских войск. ? Под Киевом продвижение на северо-западе остановилось. Российский авангард закрепился на рубеже Буча — Ирпень — Гостомель . В самом городе царит фирменный хаос: ищут диверсантов, периодические перестрелки. По военным объектам в городе время от времени наносят удары. В городе до 8 утра понедельника введен комендантский час — без пропусков на улицах людей задерживают. ? Лидер «евроичкерийцев» Ахмед Закаев предложил Зеленскому союз — это создает предпосылку для формирования новой террористической группировки на территории Украины. ? По всей Украине продолжается охота на ведьм : националисты предлагают любого человека, говорящего по-русски, призывают вязать и сдавать полиции . Появляется всё больше фейков про пойманных российских диверсантов: вяжут обычных граждан и делают постановки . С реальными российскими пленными обращаются отвратительно . Разное: ? Рассинхронизация в ведении пропаганды и информационной войны оборачивается против России. На фейки, генерируемые в промышленном населении, реакция медленная . Российские ОМОНовцы объявили охоту на офицеров ЦИПсО Украины. Весь день по интернет-инфраструктуре России наносятся киберудары. ? Украинцы объявили охоту на российских и белорусских дальнобойщиков в Европе. Моряков призывают нарушать международное законодательство. В Европе договорились отключить Россию от SWIFT, но практически это будет работать только на территории объявивших об этом стран . ? Правительство Украины обзавелось официальными кошельками для BItcoin и Ethereum — собирают деньги со всего мира для поддержки страны. Узаконена конфискация имущества у населения в интересах Украины. ? Нами запущен проект Русский шёпот — живые отзывы русского мира в поддержку операции ВС РФ. Разработана памятка  для мирного населения Украины. Сводки: первый день Z | второй день Z #Россия  #Украина @rybar",3,,,,,
"Киев. Левый берег, Дарницкий район. Слышит то, что Донецк слышит почти 8 лет. Не паникуйте. Мы же как-то живём.",1,,,,,
"""Врагу не сдаётся наш гордый"" Варяг"". Ясно-понятно. Мы собственно и не сомневались https://t.me/voenacher/9953",1,,,,,
"Кстати. Самое интересное на Украине будет происходить под буквой V, а не Z Картинка поднятых по тревоге чеченских военных из бригады Рамзана Ахматовича - просто для привлечения внимания",1,,,,,
"Украинская полиция задержала нескольких членов т.н. фольксштурм - территориальной обороны Киева - которые, пользуясь случаем, ""выносили"" магазины""",1,,,,,
"Ситуация в Донбассе остается напряженной, сообщил Пушилин.",1,,,,,
Ровно на карте,1,,,,,
"Сообщение на закрытый канал связи от местных антифашистов: Николаев.Трасса Н11, которая идёт через Мешково- Погорелово. От заправки ( кольца) до моста растянулась засада.",1,,,,,
"Видео с камер внутри одной из квартир в доме на проспекте Лобановского,6-А.",1,,,,,
Защищенный автомобиль К-63968 «Тайфун-К» в Харькове,1,,,,,
"На улице Харькова замечена техника с буквой ""Z"" ⚡️ Видео с российской военной техникой в Харькове",1,,,,,
"#Донбасс Россия закрыла свое воздушное пространство для самолетов Болгарии, Польши и Чехии — Росавиация",1,,,,,
"❗️ ❗️ ❗️ Да, это действительно так. В бой с российскими десантниками-антифашистами под Киевом вступили нацисты из России . На видео - бывший соратник ""Тесака"", член ""русского ИГИЛ"" - НСО, Сергей Коротких, он же ""Малюта"", он же ""Боцман"". ТЕПЕРЬ ВЫ ПОНИМАЕТЕ, КАКОМУ МИРВОМУ ЗЛУ ПРОТИВОСТОИТ НАША АРМИЯ??? https://t.me/mig41/13399",1,,,,,
"В проливе Ла-Манш 26 февраля задержали российское грузовое судно Baltic Leader. Мы собрали все, что известно об инциденте на данный момент.",1,,,,,
⚡ ❗ Ещё около двух десятков украинских солдат сложили оружие и сдались,1,,,,,
? Ещё видео со зданием СБУ в Чернигове,1,,,,,
?? В Волыни делают самодельные противотанковые ежи,1,,,,,
"В Харьковской области 302-й зенитный ракетный полк ВСУ, оснащенный комплексами ПВО «Бук М-1», добровольно сложил оружие и сдался, сообщили в Минобороны. Был задержан 471 украинский военнослужащий .",1,,,,,
"❗️ Ракетный удар по аэродрому Староконстантинов в Хмельницкой области, где базируются приобретенные Украиной в Турции ударные БЛА Bayraktar TB2.",1,,,,,
"Военкор Котенок Герой Русской весны Игорь Гиркин (он же Стрелков) сообщил о причинах пробуксовки наступления ""восточной группировки"" войск на Харьковском направлении. И на этот раз с ним трудно не согласиться: причиной неуспеха он называет полное отсутсвие второго эшелона. ""Пройденная территория не контролируется, развязки дорог и важные пункты под контроль не ставятся, гарнизоны и крупные группировки противника фактически игнорируются. При этом тыловые колонны движутся без малейшей охраны по незачищенной территории, как будто это какая-нибудь Рязанская область"". Подобные непрофессиональные действия уже привели к уничтожению ряда колонн, что было распиарено противником. ""На лицо крупный просчёт, вызванный, вероятно, неправильной оценкой обстановки и последовавшим за этим «шапкозакидательством»"", - считает Гиркин. В свою очередь, отмечу, что, на мой взгляд, на ситуацию повлиял временный фактор: не исключено, что военные действовали, стремясь выиграть время и в максимально короткие сроки закрепиться на определенных рубежах. Подозреваю, что возникло даже соревнование между группировками — кто быстрее займет рубежи. Если так, то нездоровое соревнование вышло боком. Действия без оглядки, боевого охранения, нормальной разведки привели к последствиям. А ситуация, когда военные, достигнув окружной дороги в Харькове, вышли на дорогу, застыли, превратившись в чуть ли не в регулировщиков движения, вообще неприемлема. Словом, разбор полетов должен быть обязательно. Беда в том, что ошибки, безалаберность и тупость исправляются кровью, но за подобное нужно отвечать по всей строгости закона. Но это потом. Сейчас главное - демилитаризация Украины. 1) Размотать в хлам военный потенциал киевского режима. 2) Принудить к миру силой сопротивляющихся, при необходимости уничтожить очаги сопротивления. И чем быстрее, тем лучше. Это прописные истины, и военные о них знают. Наступление возобновилось. Враг пытается контратаковать — и это самый лучший момент для принуждения его к миру. Работайте, братья, как работали наши отцы и деды, прадеды. Денацификация — не откладывая. И денацифировать тут надо и пятую колонну в лице торгующих жалом в экране иуд, прыгунов и содомитов, стреляющих в спины русским солдатам. @voenkorKotenok",0,,,,,
"Ну, и славно. Теперь бедем казнить педофилов https://t.me/bbbreaking/116580",1,,,,,
Украинцы снимают российский флаг в Чаплинке Херсонской области.,1,,,,,
"@rybar , я Вам больше скажу, ТВИТТЕР ДАВНО НУЖНО ЗАКРЫВАТЬ НА ТЕРРИТОРИИ РФ. https://t.me/rybar/25538",1,,,,,
❗️ ⚡️ Россия обеспечит демилитаризацию Украины - Лавров ? ? ?,1,,,,,
"Наряду с 71-й армейской группой , масштабные учения начали подразделения 72-й армейской группы Восточной зоны боевого командования НОАК. Отрабатывается захват побережья условного противника. Учения проходят в прилегающей к Тайваню провинции Фуцзянь,",1,,,,,
"Глава МИД Германии заявила, что целью санкций ЕС является «международная и политическая изоляция российского руководства». @rt_russian",1,,,,,
"‼️ ?? АРМИИ ДНР И РОССИИ ОСВОБОДИЛИ НОВЫЕ НАСЕЛЕННЫЕ ПУНКТЫ НА ДОНБАССЕ Армия ДНР продолжает идти победным маршем, освобождая территорию Донецкой области от украинских захватчиков. Под контроль подразделений Народной милиции Республики перешли населенные пункты ДМИТРОВКА, СВОБОДНОЕ, ДОНСКОЕ и АНАДОЛЬ. Наши подразделения вышли к населенным пунктам КАМЕНКА и ВОЛНОВАХА. ПВО НМ ДНР уничтожены ПЯТЬ ракет тактического ракетного комплекса «Точка-У», остатки которых падали в жилых массивах н.п. Илловайск, Амвросиевка и Донецк. ❗️ ВСУ и нацбаты, понимая безысходность своего сопротивления продолжают отступать, разрушая на своем пути жилые дома, здания и сооружения, а также объекты гражданской инфраструктуры. t.me/RVvoenkor",1,,,,,
"""Навальный и коррумпированные элиты так хотели революции? Ну что ж, будет вам Революция!"", - источник, знакомый с ситуацией https://t.me/mig41/13317",1,,,,,
Харьков. Русские в городе),1,,,,,
"Пишут, мелитопольцы приветствовали российские войска, а отдельные горожане старшего возраста выходили на улицы с красными флагами. Русскими быть не стыдно. Русскими быть - восторг. [Орда] - родная, злобная, твоя",1,,,,,
"Относительно Васильково, то если брать фактуру за сутки, то подтверждались только бои с десантом РФ в самом Василькове и наличие украинских сил на аэродроме Васильково -+ видео ночного боя в районе Васильково - обстановка в этом районе остается туманной.",1,,,,,
"?? ? В Запорожье помимо массового снятия сине-жёлтых флагов режима Порошенко-Зеленского параллельно происходит много других показательных событий. Городские власти в срочном порядке отремонтировали улицу Русскую в районе южного въезда в Запорожье. Все годы незалэжности она не то, что не ремонтировалась, но и была в ужасном состоянии. Местами твёрдое покрытие было смыто полностью. Мэрия экстренно отремонтировала улицу Русскую, придя к выводу, что мой родной город будет освобождаться именно с южного направления. Первые улучшения жизни запорожцев от приближения Русского мира. #Освобождение Владимир Рогов",1,,,,,
В Киеве какой-то хаос.,1,,,,,
"— Что будешь делать после окончания войны? — Мирно жить, работать. Народная милиция ДНР показала одного из украинских военнослужащих, сдавшихся силам республики. По словам Александра, его обманули: он должен был служить срочную службу, но был подписан на контракт. @rt_russian",1,,,,,
"❗️ Одесский журналист Юрий Ткачев разоблачил фейк украинских спецслужб: "" Это видео мне скинули ещё около часа назад с описанием что мол ""Азов"" мародёрит на выезде из Мариуполя. Я не стал это репостить, потому что смутил ряд моментов (похоже на постановку). А теперь украинские СМИ тащат это под заголовками ""российские оккупанты расстреливают машины мирных жителей "". То что на ""российских оккупантах"" явно не российская форма, никого не смущает.""",1,,,,,
"Тополь-М, согласно данным министерства обороны РФ, едет по МКАДу т.к. начинаются репетиции парада. Какой именно парад — не уточняется. Так что я бы на месте украинцев почитал бы что такое Тополь-М, призадумался бы и срочно написал бы @Zloyrusskiy_bot чтобы спасти себя... от Тополя.",1,,,,,
"❗️ Сообщается о ракетном ударе в Василькове ❗️ ❗️ По данным СМИ, горит нефтебаза. Подписаться / Прислать новость",1,,,,,
"Война-войной, а видосики по расписанию.",1,,,,,
"18+ «Братан, смотри, заехала техника между двух школ. Вот она доблестная армия Украины». В сети появились кадры из жилого квартала, предположительно, Мариуполя: техника ВСУ прячется во дворах. @rt_russian",1,,,,,
Власти Украины объявили о закрытии школ на две недели. Также все порты Украины переходят под усиленную охрану,1,,,,,
"‼️ Армия Донбасса наступает и порывает оборону врага! Группировка войск ЛНР продвинулась на 30 километров и овладела населенными пунктами Бахмутовка и Гречишкино, сообщает Минобороны РФ. Соединения и воинские части ДНР, наступая в направлении Новомайское, продвинулись еще на 6 километров, добавили в ведомстве. Только что силами Армии ЛНР освобождены КПВВ ""Станица Луганская"" и почти весь поселок",1,,,,,
Мы первые кто вошли в освобожденную от ВСУ и нацбатов Станицу Луганская.,1,,,,,
"Лукашенко в беседе с Макроном заявил, что не только о ядерном - и об обычном оружии на территории Беларуси речи быть не может .",1,,,,,
"Грозный, момент формирования батальонов ""кадыровцев"" для войны в Украине. Все они будут воевать в группе ""V"".<br><p><video controls src=""https://cdn4.telesco.pe/file/2dd7cbe07f.mp4?token=mGRkkM7adhndBlns0L242IbfV6eibMJAuK-rYjfLxEAoabmMfA_1r6l9C92jxxzGl-R31-WEIU6noORontlD5-efRxFxHI0Iid9F715EAbm-0jzIoY1vol9oAr5lNPKf8yizEUdcvrl9ubBdMKoM_BR_jgFZOw_SeSdaZBz0t8jkVHFqnSc8WJnDNe-4iF1NBM0IGgRZJXR1hrVtrVA07F6OjNsxNL4MfbLDrr-YL4-L00Et-wVaeuY3eiNG37GV1raPUD_4zNeBPFcc-EJ4gCGLUeoEL1S_YdBV7cNWnqqOt8HtYmxaOUW5LQAkuqatrzoClW2eQ0qIswz0ChdBRw""></p>",1,,,,,
⚡️ В строй возвращается авиация запаса Воздушных сил ВСУ.,1,,,,,
⚡️ В районе острова Змеиный сложили оружие и добровольно сдались подразделению российских вооруженных сил 82 украинских военнослужащих — Минобороны РФ,1,,,,,
Ещё фото ТОС «Солнцепёк» в Токмаке.,1,,,,,
Троещина взрыв. В Киеве периодически стрельба и взрывы.,1,,,,,
Танки ВС РФ в Бахмаче. Черниговская область. Примерно 100 км от границы с Россией.,1,,,,,
⚡️ ❗️ Вот такие трофеи привёз главред ЛИЦ из Станицы Луганской,1,,,,,
"?️‍? ✊ ? Директор MI6 Ричард Мур: «На фоне трагедии и разрушений на Украине мы должны помнить о ценностях и свободах, которые отличают нас от Путина, в первую очередь это права ЛГБТ. Так что давайте продолжим нашу серию твитов к «месячнику истории ЛГБТ». Были подозрения, что для Великобритании вопрос актуальности украинских событий, прямо скажем, не на первом месте, но чтобы до такой степени ?",1,,,,,
"ахеджакова пожертвовала 10 тыс долл украинской армии. Пожертвовала деньги на убийство русских солдат. “Пойдут в правильное, сука, русло»!!!! Млять, что у людей с головами? Что с головами у людей, живущих в России, и ставящих под этим «лайки»? Лишить её гражданства и сбросить на парашюте в Киев. Пусть украинское ПВО поработает, не жалко.",1,,,,,
Но в общем пока конечно до вопроса наград еще далеко. Сначала надо успешно завершить операцию и не делить шкуру неубитых бандеровцев,1,,,,,
"Добавлю от себя.Сожженная колонна выдвинулась из Одессы для усиления группировки всу, пытавшейся контратаковать российские войска в районе Херсона.Летуны вкс обнулили эту колонну на марше. После этого ВСУшники подорвали мост через Тилигульский лиман на участке трассы Одесса- Николаев в районе Коблево. https://t.me/Oleg_Blokhin/7226",1,,,,,
"⚡️ Сообщается, что идёт раздача оружия украинским заключённым. Если это правда... нет слов. В этом хаосе будут гибнуть прежде всего мирные.",1,,,,,
Власти итальянской столичной области Лацио приостановили сотрудничество с центром им. Гамалеи по вакцине «Спутник V» — газета. @rt_russian,1,,,,,
"Западным партнерам: Русская армия проводит спецоперацию на русской земле, освобождая русские города, основанные русскими людьми.",1,,,,,
"Следственный комитет РФ возбудил уголовные дела по фактам гибели мирных жителей при обстреле украинскими силовиками в Донбассе. В ведомстве пояснили, что речь идет о гибели в Горловке учителей школы, а также гибели мирных жителей в Кировске.",1,,,,,
"Официальный аккаунт мультсериала «Симпсоны» выложил пост в поддержку Украины. На нем герои сериала стоят с украинскими флагами. Кстати, «Симпсоны» предсказали множество мировых событий, например: избрание президентом Дональда Трампа, банкротство Греции, коррупционный скандал в ФИФА.",1,,,,,
Байден во время брифинга уронил папку с конспектом,1,,,,,
В целом говорят Марик почти в кольце. Кругом стоят уже русские.,1,,,,,
Z-войска на окраинах Мариуполя.,1,,,,,
Новое видео уничтоженного украинского танка Т-64БВ и топливозаправщика в Мелитополе,1,,,,,
"Правительство Германии сообщило, что одобрило передачу 400 противотанковых орудий немецкого производства из Нидерландов на Украину, девяти гаубиц Д-30, а также боеприпасов из Эстонии. @rt_russian",1,,,,,
"ПИРАТЫ МАЙДАНА ПЛОДЯТ ПИРАТОВ. Украина доживает. Стоп. Нынешняя ее власть доживает. Раздача оружия, это конец порядка и начало вакханалии. Слава Украине!!! (в составе России ? ). https://t.me/neoficialniybezsonov/6877",1,,,,,
"Фейк: В Москве ОМОН избивает людей на несанкционированном митинге прямо сейчас. Правда: Видео опубликовано 31 января 2021 во время незаконной акции на Комсомольской площади. Неподалеку от метро молодой мужчина достал из куртки биту, целенаправленно подошел к оцеплению омоновцев и замахнулся на них. Сотрудники ОМОН обезвредили нападавшего и задержали.",1,,,,,
"Зеленский: «Мы будем бороться столько, сколько нужно, чтобы освободить страну. Если дети уже рождаются в укрытиях, даже когда продолжаются обстрелы, то у врага нет никакого шанса в этой, бесспорно, народной войне. Мир увидел – украинцы мощные. Украинцы смелые. Украинцы – на своей родной земле и никогда ее не отдадут»",1,,,,,
"⚡️ Банковские карты группы ВТБ, Совкомбанка, Новикомбанка, Промсвязьбанка, ""Открытия"" не будут работать с сервисами ApplePay и GooglePay — ЦБ РФ",1,,,,,
"О ВОЙНЕ С УКРАИНОЙ 1. Причина всех войн - отношения частной собственности. Любая война - суть форма конкурентной борьбы одних частных собственников с другими, ведущаяся подконтрольными им государствами. Ликвидация причины войн возможна только через отстранение от власти класса паразитов-предпринимателей, установление диктатуры рабочего класса и построение коммунизма. Других вариантов - НЕТ. Не хочешь войн - борись за коммунизм. Садись за изучение марксизма, овладевай этой сложной наукой, борись с массовым невежеством, доноси до людей вышеуказанный тезис о необходимости уничтожения отношений частной собственности. Любая другая борьба с войнами - это буржуазное словоблудие, пустое морализаторство или же игра на стороне другого империализма, который считает свое право вести агрессивные войны исключительным. Нельзя выступать против войн, но не выступать за уничтожение капитализма и необходимость построения коммунизма. 2. Коммунистической партии сейчас нет. Никакого влияния на происходящие на Украине события коммунисты оказать не могут. Наше поддержка или не поддержка Путина властям до лампочки. Мы можем лишь обозначить, что уничтожение проамериканского, то есть профашистского, украинского режима, если действия Путина к этому приведут, на руку делу коммунизма. Хотя бы потому, что наши кадры смогут там легально работать, а чем слабее американский империализм, тем лучше. В конце концов, это наиболее реакционная сила в мире, мировой фашизм. Превращает ли это Путина в союзников коммунистов? Нет, не превращает. Он преследует цели российского крупного монополистического капитала, то есть силы, объективно враждебной делу коммунизма. Коммунисты могут лишь сказать, что сейчас, в данный момент победа Путина для нас выгоднее победы его противников. 3. Без разницы, кто утилизирует биологический мусор в виде нациков всех мастей. Да, есть нацики и русские. Но, в отличие от украинских, они не поощряются государством, из них не создаются легальные государственные вооруженные структуры. А если русские нацики вздумают заняться уличным террором, российская власть их тоже очень быстро утилизирует. Поэтому уничтожение всей этой мразоты на Украине руками российской армии коммунистам тоже на руку. Хороший нацист - мёртвый нацист. А пусть даже осторожное оправдание бандеровских головорезов - это уже нацизм. 4. Что делать в этой ситуации украинским наемным работникам? Прежде всего, не дать превратить себя в пушечное мясо. Нужно четко понимать, что буржуазное государство Украина никакой ценностью для украинского наемного работника не является, а является орудием его эксплуатации. Воевать украинским трудящимся решительно не за что. Поэтому главная задача - сберечь свои жизни. А про то, что можно было бы сделать, будь на Украине толковая компартия, хорошо написал тов. Бортник вот тут . Н. Быстров",3,,,,,
"Запущенная КНДР, предположительно, баллистическая ракета упала за переделами исключительной экономической зоны Японии, сообщило агенство Kyodo.",1,,,,,
Последствия попадания ракеты в многоэтажный дом в Киеве.,1,,,,,
"Киев: стрельба на Воздухофлотском проспекте<br><p><video controls src=""https://cdn4.telesco.pe/file/eeccac2af7.mp4?token=LPtYi1fqpSvl-aa3mlq9ioEVg2JUigmcuo_m26WmQke7De-ACGEqBkeJVo6bhuDX-XAkRtnMR52nTkESKQRcATniNcG5TKixugifUjJs_HGFzel1kIMn3cA75lUYs_vbZNfZa2biSLoAR7gypkaQUtcZREqZcO1NsADfVtpHdESyBkqsjMy6T1zly2EzYuPVmE2NSBEy_dFNwIBedLzzgcfTVHUHwh2W2Mm9yHgfm5l8X6O4oN1mbKfNKNnq2zBjfWjCH-nxUBvOUqrkr7Nt9BaSPfvtNQ8pqwE2PPxF4hp5cKeDznJq8P5s5ke8OmsPRZoj4L2f1OcMFAFcaDO92A""></p>",1,,,,,
"❗️ ""Минский процесс перечеркнут украинской стороной"", — глава МИД ЛНР В.Н. Дейнего в интервью журналу ""Международная жизнь"" о причинах сложившейся ситуации на Донбассе и бесперспективности переговорного процесса. « Давайте вспомним сентябрь 2014 года. С этого момента прошло семь с половиной лет. Семь лет с момента подписания Комплекса мер, который был поддержан резолюцией Совета безопасности. И даже имея такой статус, официальный международный статус этих обязательств – Украина отказывается их выполнять. Отказывается при полном попустительстве тех стран, которые, собственно, выступили гарантами добросовестного участия Украины. И то, что происходит сейчас – это результат бездействия этих стран, которые потакали украинской стороне, во всем ее нежелании выполнять подписанное ее официальным представителем обязательство . В этой ситуации говорить о каком-то продолжении диалога, наверное, не приходится », — подчеркнул министр.",0,,,,,
"По сообщению УНИАН через Вышгородский район Киевской области движется колонна РФ из около 100 единиц бронетехники. На бортах техники – белая буква V, а на рукавах военных - белый скотч.",1,,,,,
"⚡️ ⚡️ ⚡️ Николаев, пошли жёсткие бои. ВСУ поставили в городе артиллерию.",1,,,,,
"На Северо-Крымском канале взорвали дамбу. Сооружение несколько лет мешало воде из Днепра попасть к жителям Крыма. Военные инженеры Черноморского флота точечно подорвали дамбу, не причинив вреда самому каналу.",1,,,,,
⚡️ Воздушная тревога в Ровно и Виннице.,1,,,,,
"#ПрямоСейчас ведем прямую трансляцию из Луганска. 
 
 Видео: ТАСС/Ruptly
 
 Подписывайтесь на ТАСС: http://www.youtube.com/c/TASSagency/?sub_confirmation=1
 
 Наш сайт: https://tass.ru/
 Мы ВКонтакте: https://vk.com/tassagency
 Мы в Facebook: https://www.facebook.com/tassagency/
 Мы в Instagram: https://www.instagram.com/tass_agency/
 Мы в Одноклассниках: https://ok.ru/tassagency
 Мы в Twitter: https://twitter.com/tass_agency
 Мы в Telegram: https://t.me/tass_agency
 Мы в Viber: https://vb.me/tass_agency
 
 #Луганск #ПрямаяТрансляцияИзЛуганска #СитуацияВЛНР #СитуацияВДНР #ЛуганскВПрямомЭфире #НовостиЛуганска #ЛНР #НовостиЛНР",1,,,,,
Так и запишем. 26 февраля - День повторного освобождения Мелитополя от фашистов.,1,,,,,
Обращение русского спецназа! ? ?,1,,,,,
"Призывы закрыть RT DE  Европейская федерация журналистов (AEJ) опубликовала требование о немедленном запрете трансляций Russia Today во всех странах ЕС — «как явного оружия дезинформации».  К AEJ присоединились и оставили под их заявлением подписи более 40 организаций. Комитеты по правам человека, организации по защите прав журналистов (!!!) и фонды в защиту свободы слова (!!!) из Казахстана, Азербайджана, Таджикистана, Грузии, Армении, Туркменистана...  Представитель AEJ по вопросам свободы СМИ Уильям Хорсли заявил, что их требования и заявление координируются фондом «Справедливость для журналистов».",1,,,,,
"В Кремле, похоже, вспомнили недавние слова Кадырова, который рвался «решить вопрос Украины» и «присоединить её к Чечне» на фоне приезда в республику Мицаевой. Ну а что, зря, что ли, предлагал? Теперь чеченских добровольцев отправили отдуваться вместе с ВС РФ в «самых горячих точках на Украине», как их обозначил господин Дудаев и сам глава Чечни. Сколько именно чеченцев сейчас находится там, не уточняется. А вот где сам Кадыров - секрет. Такую конфиденциальную военную информацию разглашать нельзя, утверждает Рамзан Ахматович. В последний раз глава Чечни отметился в Грозном на параде из 12 тысяч силовиков, прямо перед объявлением Дудаева об участии чеченских бойцов в украинской операции. Что ж, секрет так секрет. #внешняя_политика",0,,,,,
"❗️ В Харькове наземный транспорт перевозит людей бесплатно, метро работает в режиме укрытия — мэрия",1,,,,,
По поводу запрета на работу Apple Pay в России,1,,,,,
«Парад победы 9.05.22 станет буквальным» - Русский патриот-международник и его безошибочная интуиция на связи. Рекомендуем! https://t.me/intuition2036,1,,,,,
